Country,Birth Rate,Business Tax Rate,CO2 Emissions,Days to Start Business,Energy Usage,GDP,Health Exp % GDP,Health Exp/Capita,Hours to do Tax,Infant Mortality Rate,Internet Usage,Lending Interest,Life Expectancy Female,Life Expectancy Male,Mobile Phone Usage,Population 0-14,Population 15-64,Population 65+,Population Total,Population Urban,Tourism Inbound,Tourism Outbound,GDP/Capita,Energy Usage/Capita,CO2 Emissions/Capita,Life Expectancy Combined,Tourism Status,lables_1
Dominica,0.02666666666666667,76.22500000000001,6191.233333333334,58.5,4849.483333333334,8890764102.291666,0.05396666666666666,511.40000000000003,325.6666666666667,0.0374125,0.11666666666666665,0.15432500000000002,66.25,62.0,0.5,0.35120375100180373,0.5980871710275971,0.050459077970599224,2731152.6666666665,0.4984166666666667,537250000.0,195900000.0,8044.27693048327,0.0037296471887290667,0.0040579534940841195,64.125,Inbound,1
Dominican Republic,0.029916666666666664,51.0,500207.3333333333,41.916666666666664,203301.41666666666,1114120586313.0833,0.06208333333333333,654.25,353.75,0.0415,0.09999999999999999,0.17866666666666664,66.91666666666667,63.25,0.43333333333333335,0.3695,0.5810833333333333,0.049416666666666664,36616137.416666664,0.4615833333333333,10999750000.0,8637800000.0,5504.465202319767,0.001428825579935431,0.002770705405183512,65.08333333333333,Inbound,2
Ecuador,0.029666666666666664,82.75833333333334,38727.833333333336,51.25,21255.833333333332,77654860926.41667,0.058499999999999996,138.16666666666666,265.0,0.04708333333333334,0.05833333333333334,0.13825,66.0,61.583333333333336,0.25,0.373,0.5779166666666667,0.04908333333333333,22718228.0,0.4859166666666667,1179525000.0,786041666.6666666,2404.660331435584,0.000829025079452828,0.0011437452005907602,63.791666666666664,Inbound,1
"Egypt, Arab Rep.",0.030153846153846156,44.82846153846154,19322.23076923077,73.88461538461539,10312.992307692308,40458591166.57692,0.05937692307692308,363.94615384615383,372.2769230769231,0.049433846153846155,0.14615384615384613,0.15248461538461539,65.38461538461539,61.92307692307692,0.47692307692307695,0.36092307692307696,0.5889230769230769,0.05015384615384615,10218486.384615384,0.5368461538461539,3690514615.3846154,2057800000.0,8317.168697516601,0.001902276055597256,0.003468386008424925,63.65384615384615,Inbound,1
El Salvador,0.028833333333333332,71.1475,34248.63333333333,123.2,17381.308333333334,43220225825.833336,0.055625,141.34166666666667,350.30833333333334,0.04759416666666666,0.09166666666666667,0.21567499999999998,65.75,61.333333333333336,0.45,0.3681204176684704,0.5843371710275971,0.04745907797059923,17932708.25,0.60825,1518733333.3333333,637433333.3333334,5492.455820018996,0.013527160182129285,0.0022692575269222586,63.541666666666664,Inbound,1
Equatorial Guinea,0.033846153846153845,58.599999999999994,194638.0,49.46153846153846,76080.61538461539,175667203155.07693,0.05238461538461539,105.0,322.61538461538464,0.05469230769230769,0.07692307692307693,0.18176923076923077,61.23076923076923,57.92307692307692,0.37692307692307686,0.38492307692307687,0.576076923076923,0.03930769230769231,110958982.53846154,0.35892307692307696,2674076923.076923,1762000000.0,1929.494583014467,0.0009116788769440768,0.0016047037431218018,59.57692307692308,Inbound,2
Eritrea,0.02976923076923077,43.53846153846154,688080.7538461538,47.53846153846154,242056.23076923078,654306922460.3846,0.04953076923076923,114.47692307692309,360.38461538461536,0.054769230769230764,0.08461538461538462,0.6130076923076924,60.23076923076923,57.92307692307692,0.33076923076923076,0.36938461538461537,0.5876923076923077,0.043000000000000003,152047391.3846154,0.3559230769230769,5331507692.307693,7055793076.923077,2186.648177041206,0.0009833007626500537,0.001605561157195899,59.07692307692308,Outbound,2
Estonia,0.014153846153846154,36.93615384615385,108068.44615384616,27.200000000000003,46306.192307692305,279925134768.0769,0.0705,1679.3692307692306,161.3846153846154,0.01073,0.4538461538461539,0.09139230769230769,78.07692307692308,73.38461538461539,0.8692307692307691,0.2154957701555111,0.6876958501793203,0.09696222581901467,13203926.23076923,0.6753076923076923,6186876923.076923,8055076923.076923,31164.514218448076,0.037271759909006094,0.011007728665499667,75.73076923076923,Outbound,0
Ethiopia,0.03346153846153846,61.48461538461539,94835.69230769231,39.92307692307692,48179.63846153847,467890505609.3077,0.07084615384615385,435.3076923076923,271.3076923076923,0.0683076923076923,0.13076923076923078,0.1571230769230769,60.38461538461539,58.0,0.3230769230769231,0.3750769230769231,0.5662307692307693,0.05861538461538462,25259713.076923076,0.3925384615384615,1707015384.6153846,3380461538.4615383,4619.654462608915,0.0017229353895659774,0.0011541730968062844,59.19230769230769,Outbound,1
Faeroe Islands,0.014,46.255384615384614,285720.28461538465,32.38461538461539,112138.95384615383,354033071768.5077,0.07196923076923077,1181.5692307692307,223.41538461538462,0.012049384615384608,0.3669230769230769,0.10105384615384615,77.68461538461538,71.37692307692308,0.8153846153846154,0.22176077108025302,0.6775455465124869,0.10053983625341395,30686153.384615384,0.6904615384615383,7231822307.692307,7239755384.615385,20210.99109100641,0.01741994722468975,0.010429741376246167,74.53076923076922,Outbound,0
Fiji,0.019846153846153847,51.112307692307695,32571.892307692306,105.23076923076923,24102.153846153848,90484718257.46153,0.06251538461538461,315.20000000000005,422.9153846153846,0.022092307692307675,0.24615384615384617,0.17482307692307691,74.53846153846153,69.3076923076923,0.6153846153846154,0.3115300018494838,0.6282378542047945,0.06023214394572164,19291809.0,0.5687692307692308,937400000.0,796592307.6923077,9660.305382809895,0.035299964004314746,0.002849813565422348,71.92307692307692,Inbound,1
Finland,0.0149176923076923,42.355384615384615,128304.65384615384,32.646153846153844,50181.78461538461,296904324096.0,0.062415384615384616,2017.076923076923,284.6769230769231,0.011021538461538454,0.3823076923076923,0.10574615384615385,79.08461538461538,72.6076923076923,0.7846153846153846,0.2443334643126872,0.6547029351533458,0.10096360053396708,17417039.692307692,0.7625384615384616,10733492307.692308,6491669230.769231,30177.244588266985,0.06290426937266382,0.00932588618897905,75.84615384615384,Inbound,0
France,0.014384615384615385,34.715384615384615,105415.38461538461,26.46153846153846,52008.307692307695,410693288314.53845,0.07607692307692307,1564.5384615384614,189.0,0.007923076923076923,0.43846153846153846,0.09282307692307692,79.15384615384616,73.84615384615384,0.9461538461538462,0.20376923076923076,0.6804615384615385,0.11553846153846153,13473840.461538462,0.7214615384615384,9516076923.076923,11337923076.923077,20589.893400339715,0.004077023505321744,0.007833197215252908,76.5,Outbound,0
French Polynesia,0.020846153846153848,47.02307692307692,61263.67692307693,40.0923076923077,30028.63846153846,112148786676.79231,0.06777692307692308,644.4615384615385,248.10000000000002,0.016659999999999984,0.30000000000000004,0.14517692307692306,76.23076923076923,70.76923076923077,0.676923076923077,0.30141884707858807,0.6336958501793203,0.06496222581901466,7538831.153846154,0.5521538461538461,2207074615.3846154,2174336153.8461537,9121.328891636564,0.00899134816395538,0.006584212705645979,73.5,Inbound,0
Gabon,0.030384615384615385,42.603846153846156,27375.23076923077,72.4,12065.038461538461,41182108250.246155,0.05699230769230769,301.0230769230769,364.9692307692308,0.04905615384615385,0.16153846153846155,0.1588153846153846,65.3076923076923,61.61538461538461,0.5384615384615384,0.3554615384615385,0.5935384615384616,0.051153846153846154,6294189.307692308,0.5411538461538462,2949526153.8461537,1838292307.6923077,7560.020080854193,0.002065819268047883,0.004406584387836361,63.46153846153846,Inbound,1
"Gambia, The",0.03207692307692307,59.25384615384615,198534.23076923078,42.684615384615384,76692.15384615384,176948661120.27692,0.05574615384615385,102.19999999999999,316.40769230769234,0.050692307692307696,0.057692307692307696,0.21155384615384615,62.38461538461539,59.0,0.3230769230769231,0.37061538461538457,0.586076923076923,0.043307692307692304,111259340.84615384,0.37253846153846154,2546953846.1538463,1711015384.6153846,1742.337534240491,0.0008580586416803734,0.0017269064559330431,60.69230769230769,Inbound,2
Georgia,0.016,51.29230769230769,153700.38461538462,25.46153846153846,75688.53846153847,586743111116.0,0.07300000000000001,1841.1538461538462,281.0769230769231,0.024076923076923076,0.3923076923076923,0.11991538461538462,77.0,71.0,0.6,0.2439230769230769,0.6398461538461538,0.11623076923076923,31844908.615384616,0.5846923076923077,7433776923.076923,8427153846.153846,18798.968351337306,0.0032927456014629993,0.004442686130795761,74.0,Outbound,0
Germany,0.015000000000000001,36.223846153846154,105044.75384615385,25.207692307692305,46461.153846153844,264252082110.0,0.06769230769230769,1554.3307692307692,181.72307692307692,0.011605384615384616,0.4461538461538461,0.1073076923076923,78.15384615384616,73.53846153846153,0.8307692307692308,0.2229573086170496,0.687311234794705,0.08973145658824544,13030350.76923077,0.6632307692307692,5794953846.153846,7894692307.692307,28424.79670696519,0.04689752948867084,0.010838320714886671,75.84615384615384,Outbound,0
Ghana,0.028076923076923076,41.5923076923077,730253.5076923077,44.76923076923077,245380.3076923077,635297009971.3846,0.05014615384615385,211.46923076923076,359.15384615384613,0.05207692307692308,0.12307692307692308,0.5351384615384615,62.07692307692308,59.30769230769231,0.34615384615384615,0.34723076923076923,0.6023846153846154,0.05046153846153846,154330947.6153846,0.40084615384615385,6474123076.923077,7216269230.769231,3843.9015395457527,0.0013593882643974237,0.002416081739211856,60.69230769230769,Outbound,2
Greece,0.014384615384615385,44.948461538461544,279730.07692307694,30.83076923076923,109553.77692307693,305011147957.10767,0.07295384615384616,1098.3923076923077,220.43076923076922,0.012473461538461532,0.3569230769230769,0.10432307692307694,77.36923076923077,71.06923076923077,0.7384615384615384,0.2195726932324342,0.6777727732562434,0.10280837966516851,30549550.692307692,0.7339230769230769,6347771538.461538,7058771538.461538,16713.83406198064,0.003578080759012273,0.009209933299922531,74.21923076923078,Outbound,0
Greenland,0.027999999999999997,76.91666666666667,5660.400000000001,57.166666666666664,5642.983333333334,9343032333.291666,0.051550000000000006,456.98333333333335,334.6666666666667,0.039828333333333334,0.125,0.152575,65.08333333333333,60.916666666666664,0.44999999999999996,0.3604537510018037,0.5917538376942637,0.0478757446372659,5566312.0,0.4651666666666667,488483333.3333333,192533333.33333334,7138.776358654996,0.003531111920405172,0.004041477059107643,63.0,Inbound,1
Grenada,0.03025,49.89166666666667,494755.8333333333,36.833333333333336,201528.41666666666,1042807318748.8334,0.06741666666666667,624.0833333333334,330.75,0.04650000000000001,0.08333333333333333,0.17173333333333332,64.41666666666667,60.916666666666664,0.4166666666666667,0.3738333333333333,0.5779166666666667,0.04833333333333333,35277986.916666664,0.4300833333333334,9962583333.333334,8156470000.0,5187.583329015482,0.0013945120526838858,0.0026341272369440234,62.666666666666664,Inbound,2
Guam,0.019076923076923078,39.16692307692308,427297.1538461539,31.161538461538463,171516.93076923076,1267916912945.923,0.07426153846153845,1606.2076923076925,241.23076923076923,0.01672692307692307,0.2846153846153846,0.1750923076923077,77.0,71.99230769230769,0.7538461538461539,0.299760771080253,0.628545546512487,0.07161675933033704,28206432.0,0.6122307692307692,16217123076.923077,10159569230.76923,17292.91856620894,0.04418945296059838,0.006466441817011847,74.49615384615385,Inbound,2
Guatemala,0.031083333333333334,82.08333333333333,38420.416666666664,42.583333333333336,22107.5,72886602294.83333,0.06883333333333334,119.16666666666667,249.5,0.051,0.05000000000000001,0.15433333333333332,64.58333333333333,60.833333333333336,0.2333333333333333,0.37916666666666665,0.574,0.04691666666666666,22134629.583333332,0.47475,1050200000.0,725291666.6666666,2042.5494879568125,0.0011797594246449208,0.0010787726690551197,62.708333333333336,Inbound,1
Guinea,0.032615384615384616,61.70769230769231,94502.46153846153,37.38461538461539,47635.70769230769,463434286745.9231,0.07576923076923077,423.6923076923077,274.2307692307692,0.06607692307692307,0.13076923076923078,0.15997692307692307,61.69230769230769,58.61538461538461,0.37692307692307697,0.3638461538461539,0.5773076923076924,0.05884615384615385,20393226.53846154,0.40453846153846157,1394292307.6923077,3321000000.0,4512.232319530316,0.0018473296416880959,0.001210089665546888,60.15384615384615,Outbound,1
Guinea-Bissau,0.02984615384615385,40.79,27530.23076923077,80.5923076923077,13859.115384615385,48044673322.676926,0.05983076923076923,483.65384615384613,359.2769230769231,0.05013,0.15384615384615385,0.15584615384615383,65.46153846153847,61.61538461538461,0.49230769230769234,0.3535384615384615,0.5970769230769231,0.04930769230769231,6573380.923076923,0.5034615384615384,3134300000.0,2056492307.6923077,7977.380622154496,0.0021344403448001173,0.004435706463325884,63.53846153846154,Inbound,1
Guyana,0.029666666666666664,68.18333333333334,37388.299999999996,116.75,16680.583333333332,43832867316.333336,0.052308333333333325,146.06666666666666,410.3333333333333,0.04653833333333333,0.06666666666666667,0.18766666666666665,66.0,61.75,0.44166666666666665,0.36741666666666667,0.5843333333333334,0.04800000000000001,18066441.166666668,0.6015,1304275000.0,827208333.3333334,4583.0930317893835,0.0012486264496553415,0.0022389209234518754,63.875,Inbound,1
Haiti,0.0295,77.34166666666667,5529.900000000001,56.25,7239.900000000001,9331526952.541666,0.049716666666666666,431.65000000000003,344.1666666666667,0.04304333333333333,0.10833333333333332,0.19174166666666667,64.25,60.5,0.375,0.3693704176684704,0.587587171027597,0.043042411303932555,7279111.166666667,0.46049999999999996,496066666.6666667,191608333.33333334,6455.06413991369,0.003527933239745885,0.003683426806371627,62.375,Inbound,1
Honduras,0.030833333333333334,49.53333333333333,485226.75,39.166666666666664,198554.08333333334,975954107477.4166,0.07133333333333333,588.5,316.6666666666667,0.04808333333333333,0.075,0.16489999999999996,62.666666666666664,59.833333333333336,0.30833333333333335,0.37775000000000003,0.57475,0.047499999999999994,35234376.583333336,0.40225,8741500000.0,7104225000.0,4815.12734616457,0.0014501237280352824,0.0025438821689607034,61.25,Inbound,2
"Hong Kong SAR, China",0.015076923076923078,44.62307692307692,116505.67692307693,38.86153846153846,50440.38461538462,323142121598.0769,0.06145384615384615,1027.1000000000001,348.2923076923077,0.019537692307692308,0.3538461538461538,0.1284923076923077,77.0,69.92307692307692,0.6230769230769231,0.2445726932324342,0.6571573886408589,0.09857761043439929,28027722.615384616,0.5396153846153846,7619723076.923077,9356615384.615385,22246.973609422406,0.04422338973708465,0.0061709571135818726,73.46153846153847,Outbound,0
Hungary,0.01576846153846153,40.94923076923077,123172.5,32.45384615384615,46022.96923076923,254039626502.53845,0.06786923076923077,1735.3846153846155,361.6615384615385,0.014486923076923076,0.3284615384615384,0.1169153846153846,78.31538461538462,71.91538461538461,0.6692307692307692,0.25687192585114876,0.651010627461038,0.09188667745704401,16858470.769230768,0.731923076923077,9665700000.0,5720507692.307693,25203.71849667166,0.04275988725647121,0.008587040442499447,75.11538461538461,Inbound,0
Iceland,0.016,34.88461538461539,76740.07692307692,25.53846153846154,32200.69230769231,310924388588.53845,0.07984615384615384,1401.0,188.69230769230768,0.010307692307692308,0.4076923076923077,0.11024615384615383,77.84615384615384,72.6923076923077,0.8461538461538461,0.21811115477089574,0.6772343117177819,0.10480837966516851,8689838.384615384,0.716076923076923,6518715384.615385,9294338461.538462,18434.754190498184,0.003683129181258268,0.007285684666994747,75.26923076923077,Outbound,0
India,0.015230769230769232,48.113076923076925,148388.15384615384,41.24615384615385,63184.438461538455,295458219682.5,0.06273076923076923,1452.8615384615384,244.71538461538464,0.02112769230769231,0.3484615384615385,0.10517692307692307,77.0,71.53846153846153,0.7307692307692307,0.24264961630935727,0.6576189271023972,0.09973145658824543,92978245.46153846,0.6205384615384616,7283338461.538462,6136584615.384615,18821.931214044555,0.028370878575504535,0.005138065734099197,74.26923076923077,Inbound,0
Indonesia,0.015923076923076922,41.52923076923077,89970.68461538461,45.75384615384615,42950.26153846154,115862030034.07692,0.05687692307692308,1381.9153846153847,336.9769230769231,0.017794615384615377,0.3976923076923077,0.10196923076923076,76.31538461538462,70.76153846153846,0.6461538461538462,0.2532223095417915,0.6578532388201792,0.08884752856110627,27801089.46153846,0.5889230769230769,3804653846.1538463,2527623076.923077,18807.378442550842,0.011311608241462113,0.006728078368674811,73.53846153846153,Inbound,0
"Iran, Islamic Rep.",0.02053846153846154,39.02153846153846,45676.07692307692,39.93076923076923,19402.830769230768,66026778390.69231,0.0675,1166.7615384615385,268.7,0.01865499999999999,0.29230769230769227,0.13098461538461537,76.9076923076923,71.99230769230769,0.6846153846153846,0.31145307877256073,0.6207763157432561,0.06777060548418319,8477317.846153846,0.6781538461538462,2328753846.1538463,1538530769.2307692,17137.761879922935,0.04303107436455343,0.006489685525625413,74.45,Inbound,0
Iraq,0.02253846153846154,37.83846153846154,20335.830769230768,32.23076923076923,10078.83076923077,37607237649.57692,0.06204615384615385,694.4461538461538,229.07692307692307,0.02020230769230769,0.19076923076923077,0.11305384615384616,73.84615384615384,68.6923076923077,0.6,0.31226500092474185,0.6336189271023973,0.05411607197286083,4100054.076923077,0.6295384615384615,1013953846.1538461,867261538.4615384,10423.13708482162,0.003319389863818394,0.005049348968530951,71.26923076923077,Inbound,0
Ireland,0.01623076923076923,40.135384615384616,40598.446153846155,21.930769230769233,20075.284615384615,104750492375.07692,0.07057692307692308,1233.246153846154,174.96153846153845,0.014167692307692308,0.3923076923076923,0.11308461538461538,77.15384615384616,72.76923076923077,0.7307692307692307,0.24372653938628033,0.6773112347947049,0.07903914889593774,6637547.769230769,0.622,3504338461.5384617,3222384615.3846154,24444.83603058677,0.042767127219145315,0.010243059612777642,74.96153846153847,Inbound,0
Israel,0.021769230769230766,57.277692307692305,40461.92307692308,51.33076923076923,25426.392307692306,149492846471.3846,0.0643076923076923,466.44615384615383,374.59230769230766,0.02395461538461537,0.23076923076923078,0.15112307692307692,73.46153846153847,69.23076923076923,0.6,0.32814538646486835,0.623699392666333,0.04830906702264472,20978816.846153848,0.5618461538461539,1000015384.6153846,1368307692.3076923,9453.170240508874,0.013559245377809025,0.006636051686000367,71.34615384615384,Outbound,1
Italy,0.01622999999999999,40.06153846153846,118576.88461538461,33.84615384615385,45031.61538461538,227163242426.76923,0.06715384615384615,1681.4538461538464,346.9384615384615,0.014364615384615384,0.35923076923076924,0.11752307692307691,78.7,72.68461538461538,0.6538461538461539,0.2617950027742257,0.6481644736148842,0.08996360053396708,16259327.461538462,0.7473846153846153,8726930769.23077,4936892307.692307,24524.854111086486,0.046305124032392744,0.008531300560092048,75.6923076923077,Inbound,0
Jamaica,0.03341666666666667,84.175,36897.75,39.416666666666664,23358.558333333334,68906679118.0,0.07016666666666667,108.58333333333333,248.0,0.056,0.041666666666666664,0.22935000000000003,63.333333333333336,60.0,0.225,0.3915,0.56325,0.04533333333333334,22863054.25,0.4791666666666667,1014616666.6666666,682291666.6666666,1845.2941358433866,0.0012387999764620723,0.0008553189572443606,61.666666666666664,Inbound,1
Japan,0.016,46.400000000000006,154316.6923076923,22.384615384615383,75293.69230769231,631879750791.5385,0.07023076923076924,1807.923076923077,257.7692307692308,0.023076923076923075,0.4,0.12102307692307691,77.0,71.15384615384616,0.6461538461538462,0.24392307692307694,0.6414615384615385,0.11415384615384615,31372507.076923076,0.5853846153846154,7469430769.230769,8844269230.76923,19060.106887754053,0.003281518868652893,0.004846475192196966,74.07692307692308,Outbound,0
Jordan,0.02169230769230769,43.65384615384615,85596.46923076923,38.215384615384615,38352.807692307695,164143700265.85385,0.0727076923076923,746.4000000000001,189.84615384615384,0.016727538461538446,0.2684615384615385,0.13017692307692305,76.3,71.31538461538462,0.5153846153846154,0.3034957701555111,0.6367727732562435,0.05980837966516851,9145675.692307692,0.6851538461538461,2617259230.769231,3849710769.230769,11411.659308798757,0.0084391218556905,0.007383527243449742,73.8076923076923,Outbound,0
Kazakhstan,0.015307692307692309,46.92307692307692,110603.6,42.55384615384616,48209.07692307692,305053481415.6923,0.06110769230769231,1035.2076923076925,351.3692307692308,0.02052,0.3538461538461538,0.12530769230769231,76.61538461538461,69.61538461538461,0.6538461538461539,0.24588038554012653,0.6526189271023972,0.10150068735747621,27321384.769230768,0.5323076923076923,6699184615.384615,8614923076.923077,21636.344789978655,0.04459535018785778,0.006255016888412569,73.11538461538461,Outbound,0
Kenya,0.029538461538461538,39.15384615384615,196635.53846153847,44.05384615384616,76346.30769230769,167154245366.5,0.05326923076923077,100.06923076923077,308.0230769230769,0.047926923076923075,0.09076923076923078,0.16189230769230767,64.07692307692308,60.46153846153846,0.46153846153846156,0.3469230769230769,0.6065384615384615,0.04684615384615384,109643422.38461539,0.41030769230769226,5678807692.307693,1555007692.3076923,7638.405962649534,0.0036525034573374926,0.0018448432688631636,62.26923076923077,Inbound,2
Kiribati,0.022384615384615388,42.276923076923076,46106.67692307693,29.23076923076923,19796.73076923077,97173405803.1923,0.07135384615384616,600.2153846153847,299.0,0.02286846153846154,0.20615384615384616,0.12415384615384614,73.53846153846153,67.92307692307692,0.6615384615384615,0.3121880778478188,0.6241573886408589,0.06357761043439929,14448858.846153846,0.6282307692307693,1713476923.0769231,1081861538.4615386,7420.956441361613,0.0021507813094051188,0.0022414554775615878,70.73076923076923,Inbound,0
"Korea, Dem. Rep.",0.014461538461538461,45.34307692307693,58348.53846153846,37.9923076923077,28436.061538461538,244734447115.66925,0.06921538461538461,1407.9692307692308,239.26923076923077,0.01826153846153846,0.3553846153846154,0.11308461538461538,77.3076923076923,71.6923076923077,0.7615384615384616,0.23211115477089572,0.6640035424870127,0.10380837966516852,13025147.615384616,0.6316923076923077,6554430769.230769,5492761538.461538,18263.715846019895,0.03364646602300949,0.005390685060281996,74.5,Inbound,0
"Korea, Rep.",0.01552846153846153,44.32769230769231,69989.13076923076,36.69230769230769,32312.107692307694,103849022117.3077,0.05595384615384616,1868.6,298.1461538461539,0.01518923076923076,0.4284615384615385,0.10185384615384614,77.16923076923078,71.29230769230769,0.6923076923076923,0.2528376941571761,0.6583147772817176,0.08892445163802934,11602265.692307692,0.6319230769230769,3461169230.769231,2248007692.3076925,31624.905960885404,0.0458326951350856,0.007836035780863247,74.23076923076923,Inbound,0
Kosovo,0.01723076923076923,36.34615384615385,77197.15384615384,32.0,33987.92307692308,273945483300.92307,0.07492307692307693,1058.3846153846155,193.84615384615384,0.014,0.3076923076923077,0.10579999999999998,76.15384615384616,71.61538461538461,0.7615384615384616,0.2332650009247419,0.6700035424870128,0.09673145658824543,9108873.0,0.6522307692307692,5688830769.230769,8391876923.076923,15196.669066562808,0.0031217094002095346,0.0068876296411291005,73.88461538461539,Outbound,0
Kuwait,0.019307692307692307,39.11615384615384,40333.38461538462,33.184615384615384,17510.446153846155,56797417965.41539,0.0744153846153846,1124.7538461538463,244.8923076923077,0.01659392307692307,0.2846153846153846,0.13089230769230767,77.53076923076922,72.51538461538462,0.7153846153846154,0.30222230954179147,0.6276224695894099,0.07030906702264472,6752808.153846154,0.6662307692307692,2236238461.5384617,1380084615.3846154,17255.93875161679,0.0433200718135303,0.006631960750411108,75.02307692307691,Inbound,0
Kyrgyz Republic,0.016538461538461537,44.96923076923077,62284.153846153844,20.846153846153847,36487.38461538462,278464219293.53845,0.07046153846153846,1556.7692307692307,258.38461538461536,0.024307692307692308,0.4076923076923077,0.14003076923076924,76.07692307692308,70.61538461538461,0.7153846153846154,0.2516923076923077,0.6387692307692308,0.10969230769230769,21397252.230769232,0.5721538461538461,7625553846.153846,5709469230.769231,15976.03974392274,0.0031616315488703314,0.0044972973352292635,73.34615384615384,Inbound,0
Lao PDR,0.014923076923076924,47.03076923076923,116399.67692307693,42.400000000000006,52226.769230769234,385523496086.0769,0.06487692307692308,1494.0538461538463,340.2923076923077,0.01859615384615385,0.4153846153846154,0.12129999999999999,77.07692307692308,70.61538461538461,0.7076923076923076,0.24088038554012653,0.651311234794705,0.10773145658824544,27229549.384615384,0.554,8365723076.923077,11026307692.307692,25476.17856074684,0.045087984496652286,0.006496224033154061,73.84615384615384,Outbound,0
Latvia,0.017538461538461537,40.95461538461538,37282.75384615384,23.43846153846154,18761.59230769231,86743827081.07692,0.07091538461538462,1032.4461538461537,183.6076923076923,0.015900769230769222,0.33076923076923076,0.11459230769230769,76.6923076923077,72.23076923076923,0.6615384615384615,0.26218807784781883,0.6646958501793203,0.07334684120363005,6286141.461538462,0.5899230769230769,2833261538.4615383,2811715384.6153846,23468.87909615822,0.041596868500408064,0.010039276518324234,74.46153846153847,Inbound,0
Lebanon,0.022461538461538463,38.892307692307696,51263.907692307694,31.153846153846153,23041.353846153845,118770111262.11539,0.06073846153846153,606.1384615384616,237.30769230769232,0.021281538461538463,0.19846153846153847,0.11353846153846153,73.38461538461539,68.0,0.5384615384615384,0.31711115477089574,0.6325420040254742,0.05050068735747621,12861271.76923077,0.6177692307692308,1649546153.8461537,1398561538.4615386,9470.02266897415,0.003172822085622734,0.00512379029928988,70.6923076923077,Inbound,0
Lesotho,0.026769230769230767,39.184615384615384,700158.4307692307,46.15384615384615,232615.61538461538,570903958695.6154,0.05046923076923077,283.33076923076925,355.53846153846155,0.04923076923076923,0.16923076923076924,0.5341307692307693,63.0,60.53846153846154,0.4230769230769231,0.3383076923076923,0.6101538461538462,0.05138461538461539,153908819.6153846,0.4186153846153846,7102430769.230769,7195615384.615385,4406.713901149792,0.001556810226038515,0.002992804712826418,61.76923076923077,Outbound,2
Liberia,0.03130769230769231,58.54615384615385,94183.76923076923,35.0,48427.061538461545,430546751026.2308,0.07676923076923077,419.0769230769231,263.53846153846155,0.06146153846153846,0.13846153846153847,0.18016923076923078,63.46153846153846,60.46153846153846,0.4538461538461539,0.3536923076923077,0.5867692307692308,0.0596923076923077,19484503.53846154,0.40984615384615386,1692000000.0,3231307692.3076925,4653.3960319861035,0.001711546170354981,0.0014377158708625771,61.96153846153846,Outbound,1
Libya,0.028538461538461537,40.96,28407.69230769231,61.50769230769231,13841.223076923077,43089853637.69231,0.059669230769230766,444.7846153846154,367.12307692307695,0.04489846153846154,0.15384615384615385,0.15694615384615382,66.6923076923077,62.38461538461539,0.5461538461538461,0.3436153846153846,0.6067692307692307,0.049769230769230774,6548417.538461538,0.5252307692307692,2364233076.923077,1796253846.1538463,8437.007000828915,0.002234601792610825,0.00507166039070129,64.53846153846153,Inbound,1
Liechtenstein,0.016692307692307694,41.02846153846154,224597.74615384618,32.88461538461539,88552.58461538462,155009266658.19232,0.06692307692307692,759.2846153846154,200.8153846153846,0.01565423076923076,0.3023076923076923,0.13521538461538463,75.83076923076922,69.68461538461538,0.5461538461538461,0.2524957701555111,0.6635420040254741,0.08396222581901468,25153371.846153848,0.6924615384615385,3147776153.8461537,4045911538.4615383,14013.942657822217,0.008470817857561102,0.008888856387362327,72.75769230769231,Outbound,0
Lithuania,0.016515384615384605,39.135384615384616,122199.58461538462,39.1,44765.70769230769,198022458655.3846,0.067,1568.0,349.18461538461537,0.012538461538461538,0.3076923076923077,0.12126153846153845,78.93076923076923,72.76153846153846,0.5538461538461539,0.2675300018494838,0.641699392666333,0.09061675933033703,15969563.307692308,0.7210769230769232,7995946153.846154,4133230769.230769,22743.07268137928,0.04697502397481336,0.008766083673927338,75.84615384615384,Inbound,0
Luxembourg,0.018769230769230767,33.86153846153846,77301.15384615384,35.15384615384615,33717.53846153846,258820115017.76923,0.07176923076923077,973.5384615384615,176.46153846153845,0.014384615384615385,0.2846153846153846,0.10492307692307691,75.92307692307692,71.92307692307692,0.7384615384615384,0.2518803855401265,0.6609266194100896,0.08711607197286082,8811217.923076924,0.6164615384615384,5191292307.692307,8122184615.384615,14865.788398806153,0.0030533978368410724,0.007064486497114377,73.92307692307692,Outbound,0
"Macao SAR, China",0.014461538461538461,44.330000000000005,58000.769230769234,37.61538461538461,28355.884615384617,271213580026.8846,0.07030769230769231,2061.7846153846153,223.5,0.01565923076923077,0.4,0.09404615384615383,78.23076923076923,72.76923076923077,0.823076923076923,0.22949577015551112,0.6600804655639357,0.11050068735747622,11614168.307692308,0.6456153846153847,6832153846.153846,6507115384.615385,24530.532208001103,0.03104949134230979,0.006377780557288091,75.5,Inbound,0
